Category	Subcategory	Enrichment	P-value	P-adjusted	Q-value	Observed	miRNAs/precursors	database	cluster	cluster_rep	reduction_method
GO Biological process (miRPathDB)	regulation of epithelial cell differentiation	depleted	0.276321	0.400529	0.400529	27	hsa-miR-96-5p; hsa-miR-200b-5p; hsa-miR-223-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-144-5p; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-153-3p; hsa-let-7a-3p; hsa-miR-200a-5p; hsa-miR-138-5p; hsa-miR-448; hsa-miR-451a; hsa-miR-203a-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-140-5p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-141-3p; hsa-miR-423-5p; hsa-miR-128-3p; hsa-miR-515-3p; hsa-miR-101-3p; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of epithelial cell migration	depleted	0.00324	0.0385454	0.0385454	52	hsa-miR-21-5p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-144-5p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-296-5p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-181b-5p; hsa-miR-6877-5p; hsa-miR-527; hsa-miR-133b; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-204-5p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-27b-3p; hsa-miR-132-3p; hsa-miR-140-5p; hsa-miR-543; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-200c-3p; hsa-miR-107; hsa-miR-205-5p; hsa-miR-17-3p; hsa-miR-128-3p; hsa-miR-130a-3p; hsa-miR-31-3p; hsa-miR-101-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-124-3p; hsa-miR-199a-3p; hsa-miR-105-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of epithelial cell proliferation	depleted	0.000300769	0.0073735	0.0073735	68	hsa-miR-193a-3p; hsa-miR-182-5p; hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-153-3p; hsa-miR-296-5p; hsa-miR-4791; hsa-miR-4667-5p; hsa-miR-8089; hsa-miR-656-3p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-448; hsa-miR-30a-3p; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-892b; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-23a-3p; hsa-miR-424-5p; hsa-miR-34a-3p; hsa-miR-326; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-27b-3p; hsa-miR-140-5p; hsa-miR-1181; hsa-miR-148b-3p; hsa-miR-543; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-582-5p; hsa-miR-205-5p; hsa-miR-128-3p; hsa-miR-130a-3p; hsa-miR-487b-3p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-495-3p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-376c-3p; hsa-miR-625-5p; hsa-miR-218-5p; hsa-miR-124-3p; hsa-miR-199a-3p; hsa-miR-135b-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of epithelial to mesenchymal transition	depleted	0.0020753	0.0281593	0.0281593	38	hsa-miR-21-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-452-5p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-153-3p; hsa-miR-6740-5p; hsa-miR-29b-1-5p; hsa-miR-4667-5p; hsa-miR-8089; hsa-miR-200a-5p; hsa-miR-144-3p; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-449a; hsa-miR-187-3p; hsa-miR-590-5p; hsa-miR-34a-3p; hsa-miR-204-5p; hsa-miR-200a-3p; hsa-miR-18a-5p; hsa-miR-376a-5p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-26a-5p; hsa-miR-205-5p; hsa-miR-128-3p; hsa-miR-98-3p; hsa-miR-130a-3p; hsa-miR-34b-5p; hsa-miR-34c-5p; hsa-miR-214-3p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-34c-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of erythrocyte differentiation	enriched	0.211174	0.3672623	0.3672623	22	hsa-miR-96-5p; hsa-miR-182-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-183-5p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-548n; hsa-miR-22-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-340-5p; hsa-miR-146a-5p; hsa-miR-1179; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-378a-3p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-205-5p; hsa-miR-145-5p; hsa-miR-135b-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of establishment of protein localization	depleted	0.0257778	0.1380086	0.1380086	27	hsa-miR-193a-3p; hsa-miR-21-5p; hsa-miR-223-3p; hsa-miR-135a-5p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-9-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-30a-5p; hsa-miR-33a-5p; hsa-miR-451a; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-550a-3p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-378a-3p; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-143-3p; hsa-miR-205-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of extrinsic apoptotic signaling pathway	depleted	0.0656799	0.219848	0.219848	38	hsa-miR-96-5p; hsa-miR-182-5p; hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-301a-5p; hsa-miR-135a-5p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-153-3p; hsa-miR-4791; hsa-miR-138-5p; hsa-miR-19a-3p; hsa-miR-181b-5p; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-892b; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-133a-3p; hsa-miR-200a-3p; hsa-miR-181a-5p; hsa-miR-92a-1-5p; hsa-miR-200c-3p; hsa-miR-518c-3p; hsa-miR-17-5p; hsa-miR-26a-5p; hsa-miR-184; hsa-miR-205-5p; hsa-miR-128-3p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-376c-3p; hsa-miR-218-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of extrinsic apoptotic signaling pathway in absence of ligand	depleted	0.218175	0.3735265	0.3735265	18	hsa-miR-96-5p; hsa-miR-125b-5p; hsa-miR-193b-3p; hsa-miR-34a-5p; hsa-miR-9-5p; hsa-miR-153-3p; hsa-miR-138-5p; hsa-miR-181b-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-126-3p; hsa-miR-181a-5p; hsa-miR-181c-5p; hsa-miR-143-3p; hsa-miR-184; hsa-miR-744-5p; hsa-miR-495-3p; hsa-miR-206	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of extrinsic apoptotic signaling pathway via death domain receptors	depleted	0.0500726	0.1932447	0.1932447	21	hsa-miR-21-5p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-4791; hsa-miR-19a-3p; hsa-miR-3690; hsa-miR-106a-5p; hsa-miR-133b; hsa-miR-106b-5p; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-200a-3p; hsa-miR-18a-5p; hsa-miR-19b-3p; hsa-miR-20b-5p; hsa-miR-518c-3p; hsa-miR-17-5p; hsa-miR-26a-5p; hsa-miR-17-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of fat cell differentiation	depleted	0.0747682	0.2320466	0.2320466	24	hsa-miR-96-5p; hsa-miR-21-5p; hsa-miR-223-3p; hsa-miR-22-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-181b-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-203a-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-18a-5p; hsa-miR-181a-5p; hsa-miR-27b-3p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-181c-5p; hsa-miR-143-3p; hsa-miR-184; hsa-miR-128-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of fibroblast migration	enriched	0.341493	0.4314024	0.4314024	14	hsa-miR-96-5p; hsa-miR-378f; hsa-miR-21-5p; hsa-miR-6503-3p; hsa-miR-365a-3p; hsa-miR-1-3p; hsa-miR-29b-1-5p; hsa-miR-138-5p; hsa-miR-378i; hsa-miR-146a-5p; hsa-miR-378c; hsa-miR-625-3p; hsa-miR-378e; hsa-miR-378d	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of fibroblast proliferation	depleted	0.0947061	0.259276	0.259276	40	hsa-miR-146b-5p; hsa-miR-21-5p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-452-5p; hsa-miR-429; hsa-miR-25-3p; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-130b-3p; hsa-miR-4667-5p; hsa-miR-8089; hsa-miR-663a; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-34a-3p; hsa-miR-133a-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-150-3p; hsa-miR-132-3p; hsa-miR-200c-3p; hsa-miR-26a-5p; hsa-miR-130a-3p; hsa-miR-34b-5p; hsa-miR-487b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-124-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of focal adhesion assembly	depleted	0.0573815	0.20899	0.20899	25	hsa-miR-135a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-144-5p; hsa-miR-148a-3p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-296-5p; hsa-miR-6825-5p; hsa-miR-638; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-200c-3p; hsa-miR-205-5p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-124-3p; hsa-miR-27a-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of gene expression	depleted	4.10087e-08	9.96967062222222e-06	9.96967062222222e-06	233	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-548l; hsa-miR-6824-5p; hsa-miR-182-5p; hsa-let-7c-3p; hsa-miR-450b-5p; hsa-let-7f-2-3p; hsa-miR-300; hsa-miR-3191-5p; hsa-miR-21-5p; hsa-miR-1185-2-3p; hsa-miR-6797-3p; hsa-miR-6766-5p; hsa-miR-10b-5p; hsa-miR-200b-5p; hsa-miR-92b-3p; hsa-miR-100-5p; hsa-miR-10a-5p; hsa-miR-125b-5p; hsa-miR-488-5p; hsa-miR-221-3p; hsa-miR-183-5p; hsa-miR-329-5p; hsa-miR-548aq-3p; hsa-miR-939-5p; hsa-miR-301a-3p; hsa-miR-223-3p; hsa-miR-4467; hsa-miR-128-1-5p; hsa-miR-301a-5p; hsa-miR-708-5p; hsa-miR-3609; hsa-miR-671-5p; hsa-miR-548am-3p; hsa-miR-155-5p; hsa-miR-548n; hsa-miR-541-5p; hsa-miR-935; hsa-miR-135a-5p; hsa-miR-222-3p; hsa-miR-548az-5p; hsa-miR-770-5p; hsa-miR-99a-5p; hsa-miR-98-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-1343-5p; hsa-miR-1185-1-3p; hsa-miR-452-5p; hsa-miR-429; hsa-miR-6820-5p; hsa-miR-25-3p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-212-3p; hsa-miR-33b-5p; hsa-miR-148a-3p; hsa-miR-877-3p; hsa-miR-548j-3p; hsa-miR-9-3p; hsa-miR-664a-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-181d-5p; hsa-miR-4472; hsa-miR-219a-5p; hsa-miR-29a-3p; hsa-miR-153-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-210-3p; hsa-miR-6885-5p; hsa-miR-557; hsa-miR-1229-3p; hsa-miR-376b-3p; hsa-miR-3065-5p; hsa-miR-106b-3p; hsa-let-7a-3p; hsa-miR-6733-5p; hsa-miR-200a-5p; hsa-miR-615-3p; hsa-miR-656-3p; hsa-miR-421; hsa-miR-503-5p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-6777-5p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-181b-5p; hsa-miR-376a-3p; hsa-miR-548ah-3p; hsa-miR-6825-5p; hsa-miR-302a-5p; hsa-miR-519c-3p; hsa-miR-520d-5p; hsa-miR-5007-3p; hsa-miR-519d-3p; hsa-miR-519a-3p; hsa-miR-519b-3p; hsa-miR-638; hsa-miR-6833-3p; hsa-miR-652-3p; hsa-miR-93-5p; hsa-miR-33a-5p; hsa-miR-425-3p; hsa-miR-126-5p; hsa-miR-106a-5p; hsa-miR-339-3p; hsa-miR-425-5p; hsa-miR-32-5p; hsa-miR-363-3p; hsa-miR-1180-3p; hsa-miR-892b; hsa-miR-505-3p; hsa-miR-324-5p; hsa-miR-133b; hsa-miR-196a-5p; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-106b-5p; hsa-miR-146a-5p; hsa-miR-1277-5p; hsa-miR-505-5p; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-484; hsa-miR-1179; hsa-miR-449a; hsa-let-7c-5p; hsa-miR-23a-3p; hsa-miR-4741; hsa-miR-424-5p; hsa-miR-548aw; hsa-miR-34a-3p; hsa-miR-204-5p; hsa-miR-126-3p; hsa-miR-324-3p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-let-7f-1-3p; hsa-miR-92a-3p; hsa-miR-497-5p; hsa-miR-224-5p; hsa-miR-1246; hsa-miR-125a-5p; hsa-miR-18a-5p; hsa-miR-19b-3p; hsa-miR-301b-3p; hsa-miR-30e-5p; hsa-miR-181a-5p; hsa-miR-410-3p; hsa-miR-27b-3p; hsa-miR-103a-3p; hsa-miR-378a-3p; hsa-miR-877-5p; hsa-miR-140-5p; hsa-miR-320c; hsa-miR-1181; hsa-miR-491-5p; hsa-let-7b-3p; hsa-miR-543; hsa-miR-7-1-3p; hsa-miR-2110; hsa-miR-194-5p; hsa-miR-139-5p; hsa-miR-92a-1-5p; hsa-miR-20a-5p; hsa-miR-199a-5p; hsa-miR-766-3p; hsa-miR-30c-5p; hsa-miR-20b-5p; hsa-miR-200c-3p; hsa-miR-423-3p; hsa-miR-181c-5p; hsa-miR-539-5p; hsa-miR-524-5p; hsa-miR-143-3p; hsa-miR-518c-3p; hsa-miR-107; hsa-miR-486-3p; hsa-miR-141-3p; hsa-miR-17-5p; hsa-miR-199b-5p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-582-5p; hsa-miR-195-5p; hsa-miR-548t-3p; hsa-let-7a-5p; hsa-miR-184; hsa-miR-423-5p; hsa-miR-15b-5p; hsa-miR-23b-3p; hsa-miR-205-5p; hsa-miR-296-3p; hsa-let-7e-5p; hsa-miR-17-3p; hsa-miR-331-3p; hsa-miR-361-5p; hsa-miR-128-3p; hsa-miR-548aa; hsa-miR-98-3p; hsa-miR-130a-3p; hsa-miR-34b-5p; hsa-miR-24-3p; hsa-miR-744-5p; hsa-miR-34c-5p; hsa-let-7b-5p; hsa-miR-889-3p; hsa-miR-30b-5p; hsa-miR-214-3p; hsa-miR-31-3p; hsa-miR-342-3p; hsa-miR-101-3p; hsa-miR-495-3p; hsa-miR-1296-5p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-376c-3p; hsa-miR-30d-5p; hsa-miR-381-3p; hsa-miR-218-5p; hsa-miR-493-3p; hsa-miR-34c-3p; hsa-miR-2277-5p; hsa-miR-199a-3p; hsa-miR-490-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of gene expression epigenetic	depleted	0.000142106	0.0042229	0.0042229	84	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-300; hsa-miR-21-5p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-222-3p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-153-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-29b-1-5p; hsa-miR-675-5p; hsa-miR-615-3p; hsa-miR-421; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-181b-5p; hsa-miR-652-3p; hsa-miR-93-5p; hsa-miR-505-3p; hsa-miR-324-5p; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-505-5p; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-484; hsa-miR-18a-3p; hsa-miR-449a; hsa-let-7c-5p; hsa-miR-23a-3p; hsa-miR-424-5p; hsa-miR-34a-3p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-497-5p; hsa-miR-125a-5p; hsa-miR-19b-3p; hsa-miR-181a-5p; hsa-miR-103a-3p; hsa-miR-194-5p; hsa-miR-20a-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-423-3p; hsa-miR-107; hsa-miR-17-5p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-195-5p; hsa-let-7a-5p; hsa-miR-15b-5p; hsa-let-7e-5p; hsa-miR-130a-3p; hsa-miR-744-5p; hsa-miR-34c-5p; hsa-let-7b-5p; hsa-miR-214-3p; hsa-miR-31-3p; hsa-miR-101-3p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-30d-5p; hsa-miR-218-5p; hsa-miR-323a-3p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	regulation of gene silencing	depleted	0.0439668	0.1806468	0.1806468	30	hsa-miR-125b-5p; hsa-miR-152-3p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-212-3p; hsa-miR-29b-3p; hsa-miR-6855-5p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-138-5p; hsa-miR-652-3p; hsa-miR-93-5p; hsa-miR-324-5p; hsa-miR-133b; hsa-miR-505-5p; hsa-let-7c-5p; hsa-miR-34a-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-423-3p; hsa-let-7a-5p; hsa-miR-15b-5p; hsa-miR-130a-3p; hsa-miR-744-5p; hsa-let-7b-5p; hsa-miR-574-3p; hsa-miR-218-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	regulation of gene silencing by miRNA	depleted	0.0133068	0.0944535	0.0944535	22	hsa-miR-96-5p; hsa-miR-125b-5p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-6855-5p; hsa-miR-1-3p; hsa-miR-130b-3p; hsa-miR-652-3p; hsa-miR-93-5p; hsa-miR-324-5p; hsa-miR-133b; hsa-miR-34a-3p; hsa-miR-125a-5p; hsa-miR-423-3p; hsa-let-7a-5p; hsa-miR-15b-5p; hsa-miR-130a-3p; hsa-let-7b-5p; hsa-miR-31-3p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-218-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	regulation of generation of precursor metabolites and energy	depleted	0.0306502	0.1525885	0.1525885	20	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-125b-5p; hsa-miR-193b-3p; hsa-miR-22-3p; hsa-miR-210-3p; hsa-miR-106b-3p; hsa-miR-339-3p; hsa-miR-324-5p; hsa-miR-133b; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-125a-5p; hsa-miR-26a-5p; hsa-miR-184; hsa-miR-15b-5p; hsa-miR-101-3p; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of glial cell proliferation	depleted	0.247519	0.3983039	0.3983039	19	hsa-miR-221-3p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-222-3p; hsa-miR-200b-3p; hsa-miR-452-5p; hsa-miR-34a-5p; hsa-miR-9-5p; hsa-miR-144-3p; hsa-miR-181b-5p; hsa-miR-203a-3p; hsa-miR-204-5p; hsa-miR-376a-5p; hsa-miR-107; hsa-miR-582-5p; hsa-miR-205-5p; hsa-miR-34b-5p; hsa-miR-34c-5p; hsa-miR-101-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of gliogenesis	depleted	0.309364	0.4184782	0.4184782	18	hsa-miR-10b-5p; hsa-miR-223-3p; hsa-miR-200b-3p; hsa-miR-34a-5p; hsa-miR-9-3p; hsa-miR-9-5p; hsa-miR-1471; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-146a-5p; hsa-miR-204-5p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-200c-3p; hsa-miR-107; hsa-miR-205-5p; hsa-miR-130a-3p; hsa-miR-101-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of glucose import	depleted	0.0377439	0.1662048	0.1662048	11	hsa-miR-29a-3p; hsa-miR-138-5p; hsa-miR-19a-3p; hsa-miR-451a; hsa-miR-133b; hsa-miR-203a-3p; hsa-miR-126-3p; hsa-miR-125a-5p; hsa-miR-143-3p; hsa-miR-184; hsa-miR-105-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	regulation of glucose metabolic process	depleted	0.112593	0.2779729	0.2779729	22	hsa-miR-193a-3p; hsa-miR-182-5p; hsa-miR-1185-2-3p; hsa-miR-100-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-1185-1-3p; hsa-miR-429; hsa-miR-9-3p; hsa-miR-425-3p; hsa-miR-339-3p; hsa-miR-451a; hsa-miR-203a-3p; hsa-miR-187-3p; hsa-miR-126-3p; hsa-miR-200c-3p; hsa-miR-17-5p; hsa-miR-26a-5p; hsa-miR-184; hsa-miR-145-5p; hsa-miR-199a-3p; hsa-miR-105-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of glucose transmembrane transport	depleted	0.0135554	0.0955978	0.0955978	10	hsa-miR-138-5p; hsa-miR-19a-3p; hsa-miR-451a; hsa-miR-203a-3p; hsa-miR-126-3p; hsa-miR-125a-5p; hsa-miR-143-3p; hsa-miR-184; hsa-miR-145-5p; hsa-miR-105-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	regulation of glycogen metabolic process	depleted	0.287673	0.4090694	0.4090694	10	hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-99a-5p; hsa-miR-29a-3p; hsa-miR-339-3p; hsa-miR-126-3p; hsa-miR-125a-5p; hsa-miR-184; hsa-miR-744-5p; hsa-miR-105-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of glycolytic process	depleted	0.132014	0.2930257	0.2930257	11	hsa-miR-182-5p; hsa-miR-125b-5p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-324-5p; hsa-miR-34a-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-15b-5p; hsa-miR-206	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of growth	depleted	5.85429e-05	0.0021528	0.0021528	65	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-182-5p; hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-155-5p; hsa-miR-541-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-33b-5p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-125b-1-3p; hsa-miR-29a-3p; hsa-miR-130b-3p; hsa-miR-663a; hsa-miR-144-3p; hsa-miR-19a-3p; hsa-miR-638; hsa-miR-448; hsa-miR-33a-5p; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-449a; hsa-let-7c-5p; hsa-miR-204-5p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-125a-5p; hsa-miR-18a-5p; hsa-miR-181a-5p; hsa-miR-140-5p; hsa-miR-543; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-200c-3p; hsa-miR-518c-3p; hsa-miR-141-3p; hsa-miR-17-5p; hsa-miR-199b-5p; hsa-miR-184; hsa-miR-205-5p; hsa-miR-130a-3p; hsa-miR-24-3p; hsa-miR-744-5p; hsa-miR-34c-5p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-4800-3p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-376c-3p; hsa-miR-199a-3p; hsa-miR-27a-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
